id,NAME,DESCRIPTION,CATEGORY,EFFECT,VISUAL_DESCRIPTION,CLASS,IMAGES,DEFAULT_IMAGE,VALID,PIXEL_IMAGES,DEFAULT_PIXEL_IMAGE,ATK,DEF,CREATED_AT,UPDATED_AT
482,Tiger Hook Sword of the Wilds,"A powerful sword forged from the claws of a wild tiger, this weapon is said to be able to cut through anything.",attack_item,Deals extra damage to enemies in the wild.,"The Tiger Hook Sword of the Wilds is a long, curved blade with a tiger claw-shaped hilt. The blade is a deep, dark red, and the hilt is a light brown with black stripes. The blade is etched with intricate designs of wild animals and plants.",Weapon,,,1,,,,,2023-10-31T08:02:46.984133,
483,Tiger Hook Swords of the Wild,"A pair of swords forged from the claws of a wild tiger, these swords are imbued with the power of the wild.",attack_item,Grants the wielder increased strength and agility.,The swords are curved and have a tiger-like pattern etched into the blade. The hilts are made of a dark wood and have a tiger-head pommel.,Weapon,,,1,,,,,2023-10-31T08:02:47.009067,
484,Titanic Colossus,"A giant creature that towers over the battlefield, its sheer size and power is enough to make even the bravest of warriors tremble.",creature,This creature gains +2/+2 for each creature in your graveyard.,"A massive creature with a rocky exterior, its body is covered in thick armor and its eyes glow with a fierce intensity.",Giant,,,1,,,,,2023-10-31T08:02:47.030678,
485,Tome of Knowledge: Mystic Sage,"This ancient tome contains the secrets of the Mystic Sage, a powerful being who has seen the future and knows the secrets of the universe.",magic_item,"When this card is played, the player may draw two cards from their deck and add them to their hand.","The Tome of Knowledge: Mystic Sage is a large, leather-bound book with a golden cover. The pages are filled with ancient symbols and runes, and the spine is adorned with a large, glowing gemstone.",Mystic,,,1,,,,,2023-10-31T08:02:47.058647,
486,Tome of Legends,This ancient tome contains the secrets of the greatest heroes of the past.,magic_item,Draw a card from your deck and add it to your hand.,"A large, leather-bound book with a golden clasp and intricate designs etched into the cover.",Mage,,,1,,,,,2023-10-31T08:02:47.082530,
487,Tome of the Stilled Tongue: Whispering Wind,"This ancient tome is said to contain the secrets of the wind, allowing the reader to whisper secrets to the wind and have them carried to distant lands.",magic_item,The reader can whisper a secret to the wind and have it carried to a distant land.,"The tome is bound in a deep blue leather with silver runes etched into the cover. The pages are made of a thin, almost translucent paper, and the words on the pages seem to move and shift as the wind blows.",Arcane,,,1,,,,,2023-10-31T08:02:47.109814,
488,Tome of the Stilled Tongue: Whispering Wind,"This ancient tome is said to contain the secrets of the wind, allowing the reader to whisper secrets to the wind and have them carried to distant lands.",magic_item,The reader of this tome can whisper a secret to the wind and have it carried to a distant land.,"The Tome of the Stilled Tongue: Whispering Wind is a large, leather-bound book with a deep blue cover. The pages are made of a thin, almost translucent paper, and the words on the pages seem to shimmer in the light. The spine of the book is adorned with a silver wind symbol.",Arcane,,,1,,,,,2023-10-31T08:02:47.129356,
489,Tonfa of the Tempest,"A powerful weapon that harnesses the power of the storm, allowing its wielder to control the elements.",attack_item,Grants the wielder the ability to control the elements.,"The Tonfa of the Tempest is a long, curved staff made of a dark metal, with a lightning bolt pattern etched into its surface. The handle is wrapped in a leather grip, and the end is capped with a glowing blue gemstone.",Weapon,,,1,,,,,2023-10-31T08:02:47.153246,
490,Tonic of Heroic Might,"This tonic grants the imbiber a surge of strength and courage, allowing them to perform feats of heroism.",magic_item,"Grants the imbiber a surge of strength and courage, allowing them to perform feats of heroism.","A small vial filled with a glowing blue liquid, with a label that reads 'Tonic of Heroic Might'.",Consumable,,,1,,,,,2023-10-31T08:02:47.173349,
491,Tonic of Speed Charger,"This tonic grants the user a burst of speed, allowing them to move faster than normal.",magic_item,"Grants the user a burst of speed, allowing them to move faster than normal.","A bright blue vial with a lightning bolt symbol on the front, filled with a glowing blue liquid.",Utility,,,1,,,,,2023-10-31T08:02:47.195122,
492,"Tonic of Speed, Swift Strike","This tonic grants the imbiber a burst of speed, allowing them to move faster and strike with greater force.",magic_item,"Grants the imbiber a burst of speed, allowing them to move faster and strike with greater force.","A small vial filled with a bright blue liquid, with a lightning bolt symbol on the label.",Tonic,,,1,,,,,2023-10-31T08:02:47.213861,
493,Tonic of the Wild,"This tonic is said to be brewed from the essence of the wild, granting its drinker the power of the wild.",magic_item,Grants the drinker increased strength and agility.,"A glowing green liquid contained in a small glass vial with a cork stopper. The liquid has a faint, earthy smell.",Consumable,,,1,,,,,2023-10-31T08:02:47.236408,
494,Trident of the Deep,"This trident was forged in the depths of the ocean, and is said to be imbued with the power of the sea.",attack_item,Grants the wielder the ability to breathe underwater.,"The trident is made of a deep blue metal, with a handle wrapped in seaweed and a blade that glows with a faint blue light.",Weapon,,,1,,,,,2023-10-31T08:02:47.255778,
495,Trollish Glare,"When this card is played, all enemy creatures must make a saving throw or be stunned for one turn.",creature,Enemy creatures must make a saving throw or be stunned for one turn.,"A menacing troll stares out from the card, its eyes glowing with a menacing glare.",Enchantment,,,1,,,,,2023-10-31T08:02:47.280496,
496,Trollish Warlord,"A powerful troll warrior, capable of leading armies into battle.",creature,Gain +2 Attack and +2 Health for each other friendly minion on the battlefield.,"A large, muscular troll wearing heavy armor and wielding a massive axe. His eyes are fierce and determined, and he stands atop a pile of skulls.",Warrior,,,1,,,,,2023-10-31T08:02:47.308446,
497,Tuor's Blessing,"A blessing from the Valar, Tuor's Blessing grants the user a powerful shield of protection.",creature,Gain a shield that absorbs up to 10 damage.,"A bright white light radiates from the card, with a figure of Tuor in the center, surrounded by a golden aura.",Paladin,,,1,,,,,2023-10-31T08:02:47.327838,
498,Turin Turambar's Wrath,Turin Turambar's Wrath deals 3 damage to target creature or player and you gain 3 life.,creature,Deal 3 damage to target creature or player and you gain 3 life.,"A fierce warrior stands atop a mountain, his sword raised in the air as lightning strikes around him.",Sorcery,,,1,,,,,2023-10-31T08:02:47.347098,
499,Vampire's Shadow,"A shadowy figure that lurks in the night, draining the life force of its victims.",creature,"Drains the life force of its victims, dealing damage and restoring the user's health.","A dark figure with glowing red eyes and long, sharp claws. Its body is shrouded in a deep, inky blackness, and its wings are like a bat's.",Dark Magic,,,1,,,,,2023-10-31T08:02:47.425219,
500,Vampire's Shadow,This card can be used to summon a powerful vampire shadow to your side. It has the power to drain the life force of your enemies and use it to strengthen your own.,creature,Summons a powerful vampire shadow to your side. Drains the life force of your enemies and uses it to strengthen your own.,"A dark figure with a long cloak and a pale face. Its eyes are glowing red and its hands are outstretched, ready to drain the life force of its enemies.",Dark Magic,,,1,,,,,2023-10-31T08:02:47.461902,
501,Vestal Guardian,A powerful guardian that defends its allies with a holy shield.,defense_item,Gain +2 Armor and +2 Health.,"A tall, armored figure with a glowing shield and a holy symbol on its chest.",Paladin,,,1,,,,,2023-10-31T08:02:47.490608,
502,Vestal Guardian,A powerful guardian that protects its allies from harm.,defense_item,"Whenever an ally takes damage, Vestal Guardian reduces the damage taken by 2.","A tall, armored figure with a glowing shield and a longsword in its hand. Its armor is a deep blue, and its shield is a bright white.",Neutral,,,1,,,,,2023-10-31T08:02:47.512130,
503,Wakizashi of the Rising Sun,A powerful sword that radiates with the power of the sun.,attack_item,"When equipped, the wielder gains +2 to all stats.","The Wakizashi of the Rising Sun is a long, curved blade with a golden hilt and a red and gold tassel. The blade is inscribed with ancient symbols and glows with a bright, golden light.",Legendary,,,1,,,,,2023-10-31T08:02:47.533364,
504,Wand of Fireballs,"This wand is made of a dark, smoky wood and is decorated with intricate carvings of fireballs. When activated, it unleashes a powerful blast of fireballs that can incinerate anything in its path.",magic_item,Unleashes a powerful blast of fireballs,"Dark, smoky wood with intricate carvings of fireballs",Wand,,,1,,,,,2023-10-31T08:02:47.595019,
505,Wand of Lightning Bolts,"This wand is made of a dark wood and is decorated with a lightning bolt pattern. When used, it unleashes a powerful bolt of lightning that can cause great destruction.",magic_item,Unleashes a powerful bolt of lightning,The wand is made of a dark wood and is decorated with a lightning bolt pattern. The handle is wrapped in a black leather grip and the tip is made of a silver metal.,Wand,,,1,,,,,2023-10-31T08:02:47.657916,
